capítulo,texto,#palavras,#unicas,#pontos_interrogacao,#pontos_exclamacao,#nomes,#adjectivos,#adverbios,#verbos,diversidade_lexical,densidade_lexical,sentimento,sent_score,summarizador
CAPÍTULO IV,"Não te consultei outra vez sobre este casamento por temer que a reflexão fizesse mal ao zelo de boa filha com que tu vais abraçar o teu pai, e agradecer-lhe a prudência com que ele respeitou o teu génio, velando sempre a hora de te encontrar digna do seu amor.",50,41,0,0,10,1,4,8,23,46.0,NEGATIVE,0.4911717176437378,Não te consulte mais de uma vez sobre este casamento por ter medo de refletir.
CAPÍTULO IV,"Teresa não tirou os olhos do pai; mas tão abstraída estava, que escassamente lhe ouviu as primeiras palavras, e nada das últimas.",22,22,0,0,3,2,4,2,11,50.0,NEGATIVE,0.6831329464912415,Não lhe ouviu as primeiras palavras.
CAPÍTULO IV,"— Não me respondes, Teresa? — disse Tadeu, tomando-lhe cariciosamente as mãos.",10,10,1,0,1,0,2,3,6,60.0,NEUTRAL,0.534771740436554,"Diga a Teresa que não me responde, Teresa?"
CAPÍTULO IV,"— Que hei de eu responder-lhe, meu pai? — balbuciou ela.",9,9,1,0,1,0,0,3,4,44.44444444444444,NEUTRAL,0.5538086891174316,Olhe para a mãe dela.
CAPÍTULO IV,— Dás-me o que te peço? Enches de contentamento os poucos dias que me restam?,14,13,2,0,2,0,0,4,6,42.857142857142854,NEUTRAL,0.35629802942276,Peça-me o que te peço.
CAPÍTULO IV,— E será o pai feliz com o meu sacrifício?,9,8,1,0,2,1,0,0,3,33.333333333333336,NEUTRAL,0.43036457896232605,— E assim o pai feliz com o seu
CAPÍTULO IV,"— Não digas sacrifício, Teresa.",4,4,0,0,1,0,1,1,3,75.0,NEGATIVE,0.45247700810432434,Peça a ajuda
CAPÍTULO IV,Amanhã a estas horas verás que transfiguração se fez na tua alma.,12,12,0,0,3,0,1,2,6,50.0,POSITIVE,0.4298607110977173,Esteja preparado para transfigurar a sua alma.
CAPÍTULO IV,"O teu primo é um homem composto de todas as virtudes; nem a qualidade de ser um gentil rapaz lhe falta, como se a riqueza, a ciência e as virtudes não bastassem para formar um marido excelente.",37,30,0,0,10,2,2,3,17,45.945945945945944,NEGATIVE,0.5812365412712097,O seu primo é um homem perfeito.
CAPÍTULO IV,"— E ele quer-me, depois de eu me ter negado? — disse ela com amargura irónica.",14,14,1,0,1,1,1,3,6,42.857142857142854,NEUTRAL,0.5212981700897217,"Ofereça-se para aceitar-me, depois de eu ter negado"
CAPÍTULO IV,"— Ele está apaixonado, filha!.. E tem bastante confiança em si para crer que tu hás de amá-lo muito!..",18,18,0,2,2,1,1,4,8,44.44444444444444,NEUTRAL,0.49467799067497253,— Ele está apaixonado!
CAPÍTULO IV,"— E não será mais certo eu odiá-lo sempre!? Agora mesmo o odeio como nunca pensei que se pudesse odiar ninguém, meu pai! — continuou ela, chorando, com as mãos erguidas — mate-me; mas não me force a casar com o meu primo!",40,36,1,3,3,1,7,10,21,52.5,NEUTRAL,0.4777102768421173,E não o odiá-lo sempre!
CAPÍTULO IV,"Agora mesmo o odeio como nunca pensei que se pudesse odiar ninguém, meu pai! — continuou ela, chorando, com as mãos erguidas — mate-me; mas não me force a casar com o meu primo! É escusada a violência, porque eu não caso!",40,35,0,3,5,0,5,10,20,50.0,NEUTRAL,0.6191122531890869,Odeio-me!
CAPÍTULO IV,"Tadeu mudou de aspeto, e disse irado: — Hás de casar!",10,9,0,1,1,1,0,3,5,50.0,NEUTRAL,0.4301076829433441,O Tadeu mudou de aspecto e disse que está indo
CAPÍTULO IV,Quero que cases!,3,3,0,1,1,0,0,1,2,66.66666666666667,NEUTRAL,0.49735227227211,Deixe
CAPÍTULO IV,Quero!,1,1,0,1,0,0,0,1,1,100.0,NEUTRAL,0.529829740524292,A
CAPÍTULO IV,"Se não, serás amaldiçoada para sempre, Teresa!",7,7,0,1,0,0,2,1,3,42.857142857142854,NEUTRAL,0.5292744040489197,Se você não quiser que o
CAPÍTULO IV,Morrerás num convento!,3,3,0,1,1,0,0,0,1,33.333333333333336,NEUTRAL,0.41792723536491394,Morra
CAPÍTULO IV,Esta casa irá para o teu primo!,7,7,0,1,2,0,0,1,3,42.857142857142854,NEUTRAL,0.45388248562812805,Este lugar é para o seu
CAPÍTULO IV,Nenhum infame há de aqui pôr um pé nas alcatifas dos meus avós.,13,13,0,0,4,0,1,2,7,53.84615384615385,NEGATIVE,0.41204211115837097,Não há pecado em aqui pôr um pé nas alcatifas
CAPÍTULO IV,"Se és uma alma vil, não me pertences, não és minha filha, não podes herdar apelidos honrosos, que foram pela primeira vez insultados pelo pai desse miserável que tu amas!",30,26,0,1,6,3,4,3,16,53.333333333333336,NEGATIVE,0.4461212456226349,"Não és minha filha, não és minha filha, não és minha filha, não és minha filha, não és minha filha"
CAPÍTULO IV,Maldita sejas!,2,2,0,1,0,0,0,1,1,50.0,NEUTRAL,0.5083723068237305,A
CAPÍTULO IV,"Entra nesse quarto, e espera que daí te arranquem para outro, onde não verás um raio de sol.",18,18,0,0,3,0,2,4,9,50.0,NEGATIVE,0.44408783316612244,"Vá para outro quarto, e depois vá para outro quarto, e depois "
CAPÍTULO IV,"Teresa ergueu-se sem lágrimas, e entrou serenamente no seu quarto.",10,10,0,0,2,0,1,2,5,50.0,NEUTRAL,0.3833288848400116,A Teresa ergueu-se e entrou ser
CAPÍTULO IV,"Tadeu de Albuquerque foi ter com o sobrinho, e disse-lhe: — Não te posso dar a minha filha, porque já não tenho filha.",22,21,0,0,3,0,3,5,11,50.0,NEGATIVE,0.4113776683807373,O sobrinho Tadeu de Albuquerque foi ter com Tadeu de Albuquerque.
CAPÍTULO IV,"A miserável, a quem dei este nome, perdeu-se para nós e para ela.",13,12,0,0,2,0,0,2,4,30.76923076923077,NEGATIVE,0.4196088910102844,"A miserável, a quem dei este nome,"
CAPÍTULO IV,"Baltasar, que a juízo do seu tio era composto de excelências, tinha apenas uma quebra: um excesso de orgulho.",19,18,0,0,6,0,1,2,9,47.36842105263158,NEGATIVE,0.5759780406951904,O orgulho era um orgulho que era apenas uma quebra:
CAPÍTULO IV,"Malograda a tentativa do seu amor de emboscada, voltou para a sua terra, dizendo ao velho que ele o livraria do assédio que Simão Botelho tinha posto no coração da filha.",31,28,0,0,11,0,0,2,13,41.935483870967744,NEGATIVE,0.730678141117096,"Depois de ter perdido o seu amor de emboscada, voltou para a sua terra natal, dizendo que ele o livraria do assédio que Simão Botelho tinha posto no"
CAPÍTULO IV,"Não aprovou a reclusão no convento, discorrendo sobre as hipóteses infames que a opinião pública inventaria.",16,15,0,0,5,2,1,2,10,62.5,NEUTRAL,0.4967935085296631,Não aceitou a reclusão.
CAPÍTULO IV,"Aconselhou que a deixasse estar em casa, e esperasse que o filho do corregedor viesse de Coimbra.",17,16,0,0,3,0,0,4,7,41.1764705882353,NEUTRAL,0.37581169605255127,"O corregedor, depois de receber a ordem, mandou que o filho do"
CAPÍTULO IV,Ponderaram no ânimo do velho as razões de Baltasar.,9,9,0,0,3,0,0,0,3,33.333333333333336,NEGATIVE,0.4153505861759186,Coloque o velho Baltasar no
CAPÍTULO IV,"Teresa maravilhou-se da quietação inesperada do seu pai, e desconfiou da incoerência.",12,11,0,0,3,1,0,2,6,50.0,NEGATIVE,0.4307214915752411,A menina Teresa maravilhou-se da qui
CAPÍTULO IV,Escreveu a Simão.,3,3,0,0,0,0,0,1,1,33.333333333333336,NEUTRAL,0.46343472599983215,Escre
CAPÍTULO IV,Nada lhe escondeu do sucedido; nem as ameaças de Baltasar por delicadeza suprimiu.,13,13,0,0,3,0,1,2,6,46.15384615384615,NEGATIVE,0.5599130988121033,Não se escondeu.
CAPÍTULO IV,Rematava comunicando-lhe as suas suspeitas de algum novo plano de violência.,11,10,0,0,3,1,0,2,6,54.54545454545455,NEGATIVE,0.39669933915138245,"A resposta foi positiva e, depois, ela disse"
CAPÍTULO IV,"O académico, chegando ao período das ameaças, já não tinha clara luz nos olhos para decifrar o restante da carta.",20,20,0,0,7,1,2,3,13,65.0,NEGATIVE,0.7232424020767212,"O académico, no período das ameaças, já não tinha clara luz nos olhos."
CAPÍTULO IV,"Tremia sem razão, e as artérias frontais arfavam-lhe entumecidas.",9,9,0,0,3,1,0,1,5,55.55555555555556,NEGATIVE,0.4764660596847534,"A tremia sem razão, e as"
CAPÍTULO IV,Não era sobressalto do coração apaixonado: era a índole arrogante que lhe escaldava o sangue.,15,14,0,0,4,1,1,2,8,53.333333333333336,NEUTRAL,0.42524978518486023,Não era sobressalente.
CAPÍTULO IV,"Ir dali a Castro D aire, e apunhalar o primo de Teresa na sua própria casa, foi o primeiro conselho que lhe segredou a fúria do ódio.",27,25,0,0,5,2,1,3,11,40.74074074074074,NEGATIVE,0.7526281476020813,"Vá dali a Castro D aire, e apunhalar o primo de Teresa na sua própria casa."
CAPÍTULO IV,"Neste propósito saiu, alugou um cavalo, e pôs-se a vestir para a jornada.",13,12,0,0,3,0,0,4,7,53.84615384615385,NEGATIVE,0.4198238253593445,Ande com um cavalo.
CAPÍTULO IV,"Já preparado, cada minuto de espera assomava-se em frenesis.",9,9,0,0,3,0,1,2,6,66.66666666666667,POSITIVE,0.4732303023338318,Assomava-se em frenes
CAPÍTULO IV,"O cavalo demorou-se meia hora, e o seu bom anjo, neste espaço, vestido com as galas com que ele vestia na imaginação Teresa, deu-lhe rebates de saudade daqueles tempos e ainda das horas daquele mesmo dia em que cismava na felicidade que o amor lhe prometia, se ele a procurasse no caminho do trabalho e da honra.",57,49,0,0,16,2,1,7,26,45.6140350877193,NEGATIVE,0.6716561913490295,"O cavalo, este espaço, vestido com as galas e vestidos com as galas, e o seu bom anjo, neste espaço, vestido com as galas, e vestido com as galas, e vestido com as galas, e vestido com as galas, e"
CAPÍTULO IV,"Contemplou os seus livros com tanto afeto, como se em cada um estivesse uma página da história do seu coração.",20,20,0,0,5,0,0,2,7,35.0,NEUTRAL,0.550774335861206,Contemplou os seus livros com afeto.
CAPÍTULO IV,"Nenhuma daquelas páginas tinha ele lido, sem que a imagem de Teresa lhe aparecesse a fortalecê-lo para vencer os tédios da continuada aplicação e os ímpetos de um natural inquieto e ansioso de emoções desusadas.",35,30,0,0,6,4,0,5,15,42.857142857142854,NEGATIVE,0.6366037726402283,Não se lembrava de que o livro de Teresa não lhe aparecesse em nenhum lugar.
CAPÍTULO IV,"E há de tudo acabar assim? — pensava ele, com a face entre as mãos, encostado à sua banca de estudo. — Ainda há pouco eu era tão feliz!",27,25,1,1,4,1,4,5,14,51.851851851851855,NEUTRAL,0.4894774556159973,Olhe para a banca de estudos e diga:
CAPÍTULO V,Mas eu perco-a Nunca mais eu hei de vê-la.,9,8,0,0,0,0,2,3,5,55.55555555555556,NEGATIVE,0.5103393197059631,Mas eu perco-a.
CAPÍTULO V,"Fugirei como um assassino, e o meu pai será o meu primeiro inimigo, e ela mesma há de horrorizar-se da minha vingança.",22,19,0,0,4,2,0,2,8,36.36363636363637,NEGATIVE,0.5909210443496704,"Agindo como um assassino, e a sua mãe, e o seu pai, e a sua mãe"
CAPÍTULO V,"A ameaça só ela a ouviu; e se eu tivesse sido rebaixado no conceito de Teresa pelos insultos do miserável, talvez que ela os não repetisse.",26,25,0,0,4,0,3,3,10,38.46153846153846,NEGATIVE,0.6462087631225586,"E se ela não a ouviu, ela não ouviu."
CAPÍTULO V,"Simão Botelho releu a carta duas vezes, e à terceira leitura achou menos afrontosas as bravatas do fidalgo cioso.",19,19,0,0,5,3,1,2,11,57.89473684210526,NEGATIVE,0.4780787527561188,Releu a carta duas vezes.
CAPÍTULO V,"As linhas finais desmentiam formalmente a suspeita do insulto, com que o seu orgulho o atormentava: eram expressões ternas, súplicas ao seu amor como recompensa dos passados e futuros desgostos, visões encantadoras do futuro, novos juramentos de constância, e sentidas frases de saudade.",43,38,0,0,15,5,1,4,25,58.13953488372093,NEUTRAL,0.40362823009490967,Escreva as linhas finais.
CAPÍTULO V,"Quando o arrieiro bateu à porta, Simão Botelho já não pensava em matar o homem de Castro D aire; mas resolvera ir a Viseu, entrar de noite, esconder-se e ver Teresa.",31,29,0,0,4,0,2,8,14,45.16129032258065,NEGATIVE,0.7621023058891296,"Quando o arrieiro bateu à porta, Simão Botelho já não pensava em matar o homem de Castro D aire."
CAPÍTULO V,"Faltava-lhe, porém, casa de confiança onde se ocultasse.",8,8,0,0,2,0,0,1,3,37.5,POSITIVE,0.36619067192077637,Deixe a casa de confiança onde
CAPÍTULO V,Nas estalagens seria logo descoberto.,5,5,0,0,1,0,1,1,3,60.0,POSITIVE,0.4446759819984436,Determine se
CAPÍTULO V,"Perguntou ao arrieiro se conhecia alguma casa em Viseu onde ele pudesse estar escondido uma noite ou duas, sem receio de ser denunciado.",23,23,0,0,4,1,0,4,9,39.130434782608695,NEGATIVE,0.6159105896949768,Perguntou ao arrieiro se conhecia alguma casa em Viseu.
CAPÍTULO V,"O arrieiro respondeu que tinha, a um quarto de légua de Viseu, um primo ferrador; e não conhecia em Viseu senão os estalajadeiros.",23,20,0,0,6,0,2,3,11,47.82608695652174,NEGATIVE,0.6854500770568848,"O arrieiro respondeu que tinha, a um quarto de légua de Viseu, um primo ferrado"
CAPÍTULO V,"Simão achou aproveitável o parentesco do homem, e logo aí o presenteou com uma jaqueta de peles e uma faixa de seda escarlate, à conta de maiores valores prometidos, se ele o servisse bem numa empresa amorosa.",37,31,0,0,9,4,3,4,20,54.054054054054056,NEGATIVE,0.5816985368728638,"O Simão achou aproveitável o parentesco dele, e logo depois o presenteou com uma jaqueta de peles e uma faixa de seda escarlate"
CAPÍTULO V,"No dia seguinte, chegou o académico a casa do ferrador.",10,10,0,0,4,1,0,1,6,60.0,POSITIVE,0.4479609429836273,O académico chegou a casa do ferrador
CAPÍTULO V,O arrieiro deu conta ao seu parente do que tinha falado com o estudante.,14,14,0,0,4,0,0,2,6,42.857142857142854,NEGATIVE,0.38164228200912476,O arrieiro disse que o estudante tinha falado com o a
CAPÍTULO V,"Foi Simão Botelho cautelosamente hospedado, e o arrieiro abalou no mesmo ponto para Viseu, com uma carta destinada a uma mendiga, que morava no mais impraticável beco da terra.",29,27,0,0,5,3,2,4,14,48.275862068965516,NEGATIVE,0.6985629200935364,"O arrieiro chegou ao mesmo ponto para Viseu, onde morava, e que morava no mesmo beco."
CAPÍTULO V,"A mendiga informou-se miudamente da pessoa que enviava a carta e saiu, mandando esperar o caminheiro.",16,16,0,0,3,1,1,5,10,62.5,NEGATIVE,0.47365814447402954,A mendiga informou-se miudamente da pessoa que enviara
CAPÍTULO V,"Pouco depois voltou ela com a resposta, e o arrieiro partiu a galope.",13,12,0,0,3,0,2,2,7,53.84615384615385,NEUTRAL,0.5020403861999512,A ave de galope partiu a galope e o a
CAPÍTULO V,A resposta era um grito de alegria.,7,7,0,0,3,0,0,0,3,42.857142857142854,NEUTRAL,0.4857082664966583,A resposta foi um grito de
CAPÍTULO V,"Teresa não refletiu, respondendo a Simão, que naquela noite se festejavam os seus anos, e se reuniam em casa os parentes.",21,19,0,0,4,0,1,4,9,42.857142857142854,NEGATIVE,0.6464452147483826,"Não refletiu, respondendo a Simão, que naquela noite, se reuniam em casa."
CAPÍTULO V,Disse-lhe que às onze horas em ponto ela iria ao quintal e lhe abriria a porta.,16,16,0,0,4,0,0,3,7,43.75,POSITIVE,0.3545382618904114,"A mulher que está em ponto, disse a ela que ela iria ao quinta"
CAPÍTULO V,Não esperava tanto o académico.,5,5,0,0,1,0,2,1,4,80.0,POSITIVE,0.40864816308021545,Ache que o
CAPÍTULO V,"O que ele pedia era falar-lhe da rua para a janela do seu quarto, e já receava ser impossível esse prazer.",21,21,0,0,4,1,1,3,9,42.857142857142854,NEGATIVE,0.602871835231781,O seu amigo tinha um amigo que o deslumbrava e que ele não queria falar com
CAPÍTULO V,"Apertar-lhe a mão, sentir-lhe o hálito, abraçá-la, talvez cometer a ousadia de um beijo, estas esperanças, tão além das suas modestas e honestas ambições, igualmente o entusiasmaram e assustaram.",29,26,0,0,6,2,4,6,18,62.06896551724138,NEGATIVE,0.6726992726325989,"Esteja ciente de que as suas esperanças, tão além das suas modestas e honestas ambições, também o entusiasmaram e"
CAPÍTULO V,Entusiamos e susto em corações que se estreiam na comédia humana são sentimentos congeniais.,14,14,0,0,3,3,0,1,7,50.0,NEUTRAL,0.38382524251937866,Entusiamos e susto nos corações que se estreia
CAPÍTULO V,"À hora da partida, Simão tremia, e a si mesmo tentava vencer a timidez, sem saber que os encantos da vida, os mais angélicos momentos da alma, são esses lances de misterioso alvoroço que aos mais fracos de coração sucedem em todas as estações da vida, e a todos os homens, uma vez pelo menos.",55,43,0,0,15,3,3,5,26,47.27272727272727,NEGATIVE,0.6915876269340515,"A timidez, o alvoroço, os encantos da vida, os encantos da vida, os encantos da vida, os encantos da vida, os encantos da vida, os encantos da vida, os en"
CAPÍTULO V,"Às onze horas em ponto estava Simão encostado à porta do quintal, e a distância convencionada o arrieiro com o cavalo à rédea.",23,21,0,0,8,0,0,2,10,43.47826086956522,NEGATIVE,0.5502982139587402,"O cavalo à rédea com o cavalo à rédea, e a distância convencionada pelo cavalo"
CAPÍTULO V,"O som da música, que vinha das salas remotas, alvoroçava-o porque a festa em casa de Tadeu de Albuquerque surpreendera-o No longo termo de três anos nunca ele ouvira música naquela casa.",32,28,0,0,9,2,1,4,16,50.0,NEGATIVE,0.5383870005607605,"O som da música vinha das salas remotas, e vinha das salas remotas. O som vinha das salas remotas, e vinha das salas remotas"
CAPÍTULO V,"Mesmo sabendo que era o dia de anos de Teresa, espantou-se da estranha alegria daquelas salas, sempre fechadas como em dias de velório.",23,21,0,0,6,1,2,3,12,52.17391304347826,NEGATIVE,0.6937398314476013,"Não se espante pela estranha alegria daquelas salas, que eram fechadas como em dias de vel"
CAPÍTULO V,"Simão imaginou desvairadamente as quimeras que voejam, ora negras, ora translúcidas, em redor da fantasia apaixonada.",16,15,0,0,4,2,3,2,11,68.75,NEGATIVE,0.6360893845558167,Esteja ciente de que o Simão imaginou as quimeras
CAPÍTULO V,"Não há lógica racional para as belas, nem para as honrosas ilusões, quando o amor as inventa.",17,14,0,0,3,3,2,2,10,58.8235294117647,NEUTRAL,0.4712744653224945,Não há lógica racional para as ilusões.
CAPÍTULO V,"Simão Botelho, com o ouvido colado à fechadura, ouvia apenas o som das flautas e as pancadas do coração sobressaltado.",20,19,0,0,6,0,1,3,10,50.0,NEGATIVE,0.41418495774269104,Ouça o piano e a flauta.
CAPÍTULO VI,"Baltasar Coutinho estava na sala, simulando vingativa indiferença pela prima.",10,10,0,0,3,1,0,1,5,50.0,NEGATIVE,0.7078157067298889,"O detetive de polícia descobriu que a prima,"
CAPÍTULO VI,As irmãs do fidalgo e demais parentela da casa não deixavam respirar Teresa.,13,13,0,0,4,0,1,2,7,53.84615384615385,POSITIVE,0.3610040247440338,Não conseguia respirar.
CAPÍTULO VI,"Jovens e velhas, uma de cada vez, repetiam-se, aconselhando-a a reconciliar-se com o primo, e dar ao pai a alegria que o pobre velho tanto rogava a Deus, antes de fechar os olhos.",33,28,0,0,7,3,1,6,17,51.515151515151516,NEGATIVE,0.3548424243927002,"Repitam-se, uma de cada vez, até que o pobre velho se sinta feliz."
CAPÍTULO VI,"Replicava Teresa que não queria mal ao primo, nem sequer estava ressentida com ele; que era sua amiga, e sê-lo-ia sempre enquanto lhe ele deixasse livre o coração.",28,26,0,0,5,2,4,2,13,46.42857142857143,NEGATIVE,0.6229717135429382,"Reaja como se fosse uma amiga, e não uma amiga."
CAPÍTULO VI,O velho esperava muito daquela noitada de festa.,8,8,0,0,3,0,1,1,5,62.5,POSITIVE,0.42191705107688904,O velho estava com saudades da
CAPÍTULO VI,"Alguns parentes, presumidos de circunspectos, tinham-lhe dito que seria proveitoso regalar a filha com os prazeres congruentes à sua idade, dando-lhe oportunidade a que ela repartisse o espírito, concentrado num só ponto, por diversões em que a natural vaidade se preocupa, e a força do amor contrariado se vai a pouco e pouco quebrando.",54,45,0,0,13,4,1,10,28,51.851851851851855,NEGATIVE,0.646369457244873,"A filha de um parente, que era mais velha, tinha dito que a sua idade era boa para regalar a filha."
CAPÍTULO VI,"Aconselharam-lhe a fazer reuniões amiudadas na sua casa com os seus parentes, para deste modo Teresa se mostrar a muitos, ser cortejada por todos, e mudar de opinião sobre o único homem a quem julgava superior a todos.",38,34,0,0,6,2,0,7,15,39.473684210526315,NEGATIVE,0.6533500552177429,Aconselharam-lhe a fazer reuniões amiudadas.
CAPÍTULO VI,"O fidalgo acedeu, mas com dificuldade pois que tinha um juízo diferente dos parentes; vivera trinta anos de vida libertina e dispendiosa, e estava agora a saborear a poupança e a quietação.",32,28,0,0,8,3,1,4,16,50.0,NEGATIVE,0.6285424828529358,"O fidalgo acedeu, mas com dificuldade, pois era um homem diferente dos seus parentes e tinha um juízo diferente dos seus parentes."
CAPÍTULO VI,Os anos de Teresa eram pela primeira vez festejados com estrondo.,11,11,0,0,3,0,0,1,4,36.36363636363637,POSITIVE,0.5712358355522156,A festa de Teresa era celebrada com estrondo
CAPÍTULO VI,"A jovem morgada viu então o que era o minuete da sociedade, e certos jogos de prendas com que os intervalos naqueles tempos se aligeiravam em delícias, sem fadiga do corpo, nem desagrado da moral.",35,32,0,0,10,1,1,4,16,45.714285714285715,NEGATIVE,0.5402008891105652,"A jovem morgada, com seu minuete, e os jogos de prendas, com seus jogos de prendas, e seus jogos de prendas"
CAPÍTULO VI,"Mas, de tão agitada que estava, Teresa não compartilhava do gozo dos seus hóspedes.",14,14,0,0,2,0,2,2,6,42.857142857142854,NEGATIVE,0.61463463306427,Não se apresse.
CAPÍTULO VI,"Desde que soaram as dez horas daquela noite, a rainha da festa parecia tão alienada das finezas com que senhoras e homens à competência a lisonjeavam, que Baltasar Coutinho reparou no desassossego da prima, e teve a modéstia de imaginar que ela se ofendera pela indiferença dele.",47,40,0,0,12,1,1,7,21,44.680851063829785,NEGATIVE,0.74989253282547,"A rainha da festa parecia tão alienada das finezas com que senhoras e homens à competência a lisonjeavam, que Baltasar Coutinho reparou na indiferença de seu primo."
CAPÍTULO VI,"Generoso até ao perdão, o morgado de Castro D aire, compondo o rosto com um gesto grave e melancólico, dirigiu-se a Teresa, e pediu-lhe desculpa pela frieza, que, disse ele, ser como o as das montanhas, que têm vulcões por dentro e neve por fora.",45,39,0,0,9,2,3,6,20,44.44444444444444,NEGATIVE,0.7130382657051086,"O morgado de Castro D aire, com um gesto grave e melancólico, pediu-lhe desculpas."
CAPÍTULO VI,"Teresa teve a sinceridade de responder que não tinha reparado na frieza do seu primo, e chamou para junto dela uma menina, para evitar que a montanha se fendesse em vulcões.",31,28,0,0,6,0,2,6,14,45.16129032258065,NEGATIVE,0.7554080486297607,Peça para a menina chamar uma menina.
CAPÍTULO VI,"Pouco depois ergueu-se, e saiu da sala.",7,7,0,0,1,0,2,2,5,71.42857142857143,POSITIVE,0.36958661675453186,A escada foi aberta e o
CAPÍTULO VI,Eram dez horas e três quartos.,6,6,0,0,2,0,0,0,2,33.333333333333336,POSITIVE,0.45299232006073,"De manhã, es"
CAPÍTULO VI,"Teresa correu ao fundo do quintal, abriu a porta, e como não viu ninguém, voltou a correr para a sala.",20,18,0,0,4,0,2,5,11,55.0,NEGATIVE,0.5632045269012451,"A Teresa correu para o fundo do quintal, mas como não viu ninguém, voltou a correr"
CAPÍTULO VI,"No momento, porém, de subir a escada que ligava o jardim à casa, Baltasar Coutinho, que a espiava desde que ela saiu da sala, aproximou-se de uma das janelas que dava para e o jardim, bem longe de imaginar que a via.",42,32,0,0,8,0,2,7,17,40.476190476190474,NEGATIVE,0.7475693225860596,"A escada que se espiava desde que a casa, na qual a espiava desde que ela saiu da sala, não se espiava."
CAPÍTULO VI,"Retirou-se, e entrou com Teresa na sala, ao mesmo tempo, por diversa porta.",13,13,0,0,3,2,0,2,7,53.84615384615385,NEGATIVE,0.6299266815185547,"A saída de Teresa é feita por uma porta, ao mesmo"
CAPÍTULO VI,"Decorridos alguns minutos, a menina saiu outra vez, e o primo também.",12,12,0,0,4,0,1,2,7,58.333333333333336,POSITIVE,0.39064255356788635,"Depois de alguns minutos, a menina saiu novamente."
CAPÍTULO VI,"Teresa ouviu, à distância, o estrépito de um cavalo, quando passou ao patamar da escada.",15,15,0,0,5,0,1,2,8,53.333333333333336,NEGATIVE,0.5981351733207703,"A escada, à distância, é a escada."
CAPÍTULO VI,"Baltasar também o ouviu, e notou que a sua prima, receosa de ser vista e conhecida pelo branco do vestido, levava uma capa ou xaile que a envolvia toda.",29,26,0,0,4,2,1,6,13,44.827586206896555,NEGATIVE,0.7393664717674255,"O seu primo, que é um homem de negócios, não é muito experiente. O seu primo, que é um homem de negócios, também"
CAPÍTULO VI,O de Castro D aire fez pé atrás para não ser visto.,12,12,0,0,1,0,2,2,5,41.666666666666664,NEGATIVE,0.3885478377342224,O de Castro D aire fez pé atrás do seu
CAPÍTULO VI,"Teresa, porém, num relance de olhar temeroso, ainda viu um vulto retirar-se.",12,12,0,0,2,1,1,3,7,58.333333333333336,NEGATIVE,0.6459593772888184,Esteja preparado para a surpresa.
CAPÍTULO VI,"Teve medo, e retrocedeu largando a capa, e entrou na sala, ofegante de cansaço e pálida de medo. — Que tens, minha filha? — disse-lhe o pai — Já duas vezes saíste da sala, e vens tão alvoroçada!",35,29,1,1,9,3,2,6,20,57.142857142857146,NEGATIVE,0.6667383313179016,"A filha do seu pai, que tem medo de sair da sala, e entrou na sala, ofegante de cansaço e pálida de medo."
CAPÍTULO VI,"Passa-se alguma coisa, Teresa? — Tenho uma dor no peito: preciso de ir respirar de vez em quando...",17,16,1,0,4,1,1,3,9,52.94117647058823,NEUTRAL,0.48090142011642456,"Se você não tiver nenhuma dor no peito, ache que precisa de uma coisa"
CAPÍTULO VI,"Não é nada, meu pai.",5,5,0,0,1,0,1,0,2,40.0,NEUTRAL,0.42799103260040283,Não é isso que
CAPÍTULO VI,"Tadeu acreditou, e disse a toda a gente que a sua filha sentia-se mal; só o não disse ao seu sobrinho, porque o não encontrou, e percebeu que ele tinha saído.",31,24,0,0,2,0,4,7,13,41.935483870967744,NEGATIVE,0.7330201864242554,Não disse a ninguém que a sua filha sentia-se mal.
CAPÍTULO VI,"Também Teresa deu pela ausência do primo, e fingiu que o ia procurar, resolução de que o velho gostou muito.",20,18,0,0,4,0,2,4,10,50.0,NEGATIVE,0.4690266251564026,"O primo do primo, que não é muito chegado, disse que não vai procurar, e fin"
CAPÍTULO VI,"Desceu ela ao jardim, correu à porta, onde a esperava Simão, abriu-a e com a voz cortada pela ansiedade, disse apenas: — Vai-te embora: vem amanhã às mesmas horas. vai, vai!",30,28,0,1,5,1,3,10,19,63.333333333333336,NEUTRAL,0.554021954536438,"A mulher, que é uma das primeiras do grupo, a se aproximar da porta, disse que ela vai-te embora."
CAPÍTULO VI,"Simão, enquanto ouvia isto, tinha os olhos fitos num vulto, que se aproximava deles, rente com o muro do quintal.",20,20,0,0,4,1,0,4,9,45.0,NEGATIVE,0.6656911969184875,"A imagem de Simão, que se aproximava de um vulto, era de um homem"
CAPÍTULO VI,"O arrieiro, que vira-o primeiro, deu um sinal, e entalou as rédeas do cavalo entre umas pedras, para ficar livre caso o estudante não se pudesse haver sozinho com o inimigo.",31,30,0,0,7,2,2,6,17,54.83870967741935,NEGATIVE,0.6962311267852783,"O cavalo, que vira-o primeiro, entalou as rédeas do cavalo entre uma pedra, para ficar livre."
CAPÍTULO VI,"Simão Botelho não se moveu do local, e Baltasar Coutinho parou à distância de seis passos.",16,16,0,0,3,0,1,2,6,37.5,NEGATIVE,0.4342688322067261,O balãoar Coutinho parou à distância de seis passos.
