Nome,Texto
CAPÍTULO VII,Para este bandido ter a certeza de que sou eu!
CAPÍTULO VII,"Com efeito, não sei o que pensar em vossa senhoria querer deixar com vida uma alma do diabo que lhe deu um tiro para o matar. — Pois, tem razão; mas eu não sei castigar miseráveis que me não resistem. — E se ele o tivesse matado, castigava-o Responda a isto, senhor doutor. — Vamos embora — disse Simão -, deixemos para aí esse miserável."
CAPÍTULO VII,"Mestre João pensou por alguns momentos, coçando a cabeça, e resmungou com descontentamento: — Vamos lá."
CAPÍTULO VII,"Quem o seu inimigo poupa, nas mãos lhe morre."
CAPÍTULO VII,"Tinham já saído do terreno e saltado a tapada, e iam a descer para a estrada, quando o ferrador exclamou: — Deixei a clavina encostada à sebe."
CAPÍTULO VII,"Vão indo, que eu venho já."
CAPÍTULO VII,"O arrieiro conduzia o cavalo, que estivera pacificamente a comer a relva dos lados marginais da estrada, quando Simão ouviu gritos."
CAPÍTULO VII,"Conjeturou com certeza o que era. — O João lá está a fazer justiça! — disse o arrieiro. — Deixá-lo lá, meu amo, que ele é homem que sabe o que faz."
CAPÍTULO VII,"João da Cruz apareceu daí a pouco, limpando com fetos a navalha ensanguentado. — Você é cruel, Sr."
CAPÍTULO VII,"João — disse o académico. — Não sou cruel — disse o ferrador —, o fidalgo está enganado comigo; é que, diz lá o ditado, morrer por morrer, morra o meu pai que é mais velho."
CAPÍTULO VII,Tanto faz matar um como dois.
CAPÍTULO VII,"Quando se está com a mão na massa, tanto faz amassar um alqueire como três."
CAPÍTULO VII,"As obras devem ser acabadas, ou então o melhor é não se meter a gente nelas."
CAPÍTULO VII,"Agora, levo a minha consciência sossegada."
CAPÍTULO VII,"A justiça que prove, se quiser; mas não hão de ser aqueles dois a dizer que eu os mandei de presente para o Diabo."
CAPÍTULO VII,"Simão teve um momento de horror perante as palavras do homicida, e de arrependimento de se ter ligado com tal homem."
CAPÍTULO VIII,"O ferimento de Simão Botelho era demasiado melindroso para obedecer prontamente ao curativo do ferrador, enfronhado em aforismos de alveitaria."
CAPÍTULO VIII,"A bala passara-lhe de revés a porção muscular do braço esquerdo; mas algum vaso importante rompera, que não bastavam compressas a vedar-lhe o sangue."
CAPÍTULO VIII,"Horas depois de ferido, o académico ficou febril, deixando-se medicar pelo ferrador."
CAPÍTULO VIII,"O arrieiro partiu para Coimbra, encarregado de espalhar a notícia de que Simão Botelho estava no Porto."
CAPÍTULO VIII,"Mais do que as dores e o receio da amputação, mortificava-o a ânsia de saber noticias de Teresa."
CAPÍTULO VIII,"João da Cruz estava sempre de sobreaviso, precavido contra algum procedimento judicial de suspeitas que caíssem sobre ele."
CAPÍTULO VIII,"As pessoas que vinham da feira na cidade contavam todas que dois homens tinham aparecido mortos, e constava serem criados de um fidalgo de Castro D aire."
CAPÍTULO VIII,"Ninguém, porém, ouvira imputar o assassínio a determinadas pessoas."
CAPÍTULO VIII,Na tarde desse dia recebeu Simão a seguinte carta de Teresa: Deus permita que tenhas chegado sem perigo a casa dessa boa gente.
CAPÍTULO VIII,"Eu não sei o que se passa, mas há coisa misteriosa que eu não posso adivinhar."
CAPÍTULO VIII,"O meu pai tem estado toda a manhã fechado com o primo, e a mim não me deixa sair do quarto."
CAPÍTULO VIII,Mandou-me tirar o tinteiro; mas eu felizmente estava prevenida com outro.
CAPÍTULO VIII,A nossa Senhora quis que a velha mendiga viesse pedir esmola debaixo da janela do meu quarto; senão não tinha modo de lhedar sinal para ela esperar esta carta.
CAPÍTULO VIII,Não sei o que ela me disse.
CAPÍTULO VIII,Falou-me em criados mortos; mas eu não consegui entender.
CAPÍTULO VIII,A tua mana Rita está a acenar-me por trás dos vidros do teu quarto.
CAPÍTULO VIII,Disse-me agora a tua mana que os amigos do meu primo tinham aparecido mortos perto da estrada.
CAPÍTULO VIII,Agora já sei tudo.
CAPÍTULO VIII,Estive para lhe dizer que tu estás aí; mas não me deram oportunidade.
CAPÍTULO VIII,"O meu pai de hora a hora dá passeios pelo corredor, e solta uns ais muito altos. Ó meu querido Simão, que será feito de ti?"
CAPÍTULO VIII,Estarás ferido?
CAPÍTULO VIII,Serei eu a causa da tua morte?
CAPÍTULO VIII,Diz-me o que souberes.
CAPÍTULO VIII,Eu já não peço a Deus senão a tua vida.
CAPÍTULO VIII,"Foge desse sítio; vai para Coimbra, e espera que o tempo melhore a nossa situação."
CAPÍTULO VIII,"Tem confiança nesta tua amada, que é digna da tua dedicação."
CAPÍTULO VIII,A mendiga está a chegar: não quero demorá-la mais.
CAPÍTULO VIII,"Perguntei-lhe se sabia de ti alguma coisa, e ela respondeu que não."
CAPÍTULO VIII,Deus o queira.
CAPÍTULO VIII,Respondeu Simão a querer tranquilizar o ânimo de Teresa.
CAPÍTULO VIII,"Do seu ferimento falava tão de passagem, que dava a supor que nem tinha sido necessário curativo."
CAPÍTULO VIII,Prometia partir para Coimbra assim que o pudesse fazer sem receio de Teresa sofrer na sua ausência.
CAPÍTULO VIII,"Animava-a a avisá-lo, assim que as ameaças do convento passassem a ser realizadas."
CAPÍTULO VIII,"Entretanto, Baltasar Coutinho, chamado às autoridades judiciárias para esclarecer a devassa instaurada, respondeu que efetivamente os homens mortos eram os seus criados, de quem ele e a sua família se acompanhara de Castro D aire."
CAPÍTULO VIII,"Acrescentou que não sabia que eles tivessem inimigos em Viseu, nem tinha contra alguém as mais leves presunções."
CAPÍTULO VIII,"Os mais próximos vizinhos da localidade, onde os cadáveres tinham aparecido, depuseram apenas que, a alta horas da noite, tinham ouvido dois tiros ao mesmo tempo, e outro, pouco depois."
CAPÍTULO VIII,"Um apenas adiantava coisa que não adiantava muito justiça, e vinha a ser que o mato, nas vizinhanças do local, fora espezinhado e cortado."
CAPÍTULO VIII,Perante tal obscuridade a justiça não pode dar passo algum.
CAPÍTULO VIII,Tadeu de Albuquerque era conivente no atentado contra a vida de Simão Botelho.
CAPÍTULO VIII,"Fora o seu alvitre, quando o sobrinho denunciou a causa das saídas frequentes de Teresa, na noite do baile."
CAPÍTULO VIII,Tanto ao velho como ao morgado convinha apagar algum indício que pudesse envolvê-los no mistério daquelas duas mortes.
CAPÍTULO VIII,Os criados não mereciam a pena de um desforço que implicasse a desonra dos seus amos.
CAPÍTULO VIII,Provas contra Simão Botelho não podiam aduzi-las.
CAPÍTULO VIII,"Àquela hora supunham eles que estaria a caminho de Coimbra, ou refugiado em casa do seu pai."
CAPÍTULO VIII,"Restava-lhes ainda a esperança de que ele tivesse sido ferido, e fosse morre longe do local em que o tinham atacado."
CAPÍTULO VIII,"Quanto a Teresa, resolveu Albuquerque encerrá-la num convento do Porto, e escolheu Monchique, onde era prioresa uma sua parenta próxima."
CAPÍTULO VIII,"Escreveu à prelada para lhe preparar aposentos, e ao procurador para negociar as licenças eclesiásticas para a entrada."
CAPÍTULO VIII,"Todavia, receando o velho algum incidente no espaço de tempo que esperava até se conseguirem as licenças, resolveu não ter consigo Teresa, e solicitou a retenção temporária dela num convento de Viseu."
CAPÍTULO VIII,"Acabara Teresa de ler e esconder no seio a resposta de Simão Botelho, que a mendiga lhe passara ao escurecer, pendente de uma linha, quando o pai entrou no seu quarto, e a mandou vestir-se."
CAPÍTULO VIII,"A menina obedeceu, agarrando numa capa e num lenço. — Vista-se como quem é: lembre-se que ainda tem os meus apelidos — disse com severidade o velho. — Pensei que não era preciso vestir-me melhor para sair à noite. — disse Teresa. — E a senhora sabe para onde vai? — Não sei."
CAPÍTULO VIII,"O meu pai não mo disse. — Então vista-se, e não me dê leis. — Mas, meu pai, ouça-me um momento. — Diga. — Se a sua ideia é obrigar-me a casar com o meu primo… — E daí? — Decerto que não caso; morro, e morro contente, mas não caso. — Nem ele a quer."
CAPÍTULO VIII,A senhora é indigna de Baltasar Coutinho.
CAPÍTULO VIII,Um homem do meu sangue não aceita para esposa uma mulher que fala de noite aos amantes nos quintais.
CAPÍTULO VIII,"Vista-se depressa, que vai para um convento. — Prontamente, meu pai."
CAPÍTULO VIII,Esse destino já lho pedi eu muitas vezes. — Não quero reflexões.
CAPÍTULO VIII,Daqui a pouco apareça-me vestida.
CAPÍTULO VIII,As suas primas esperam-na para a acompanharem.
CAPÍTULO VIII,"Quando se viu sozinha, Teresa debulhou-se em lágrimas, e quis escrever a Simão."
CAPÍTULO VIII,Mas àquela hora quem lhe levaria a carta?
CAPÍTULO VIII,"Apelou para o retábulo da Virgem, que a ela fizera confidente do seu amor."
CAPÍTULO VIII,"Pediu-lhe de joelhos que a protegesse, que desse forças a Simão para resistir ao golpe, e que a guarda-se constância através das desgraças que pudessem suceder no futuro."
CAPÍTULO VIII,"Depois vestiu-se, comprimindo contra o seio um embrulho em que levava o tinteiro, o papel, e o macete das cartas de Simão."
CAPÍTULO VIII,"Saiu do seu quarto, relanceando os olhos lagrimosos para o painel da Virgem, e encontrando o pai, pediu-lhe licença para levar consigo aquela devota imagem. — Lá irá ter — respondeu ele. — Se tivesse tanta vergonha como devoção, seria mais feliz do que há de ser."
CAPÍTULO VIII,"Uma das primas, irmã de Baltasar, chamou-a de parte, e segredou-lhe: — Ó menina, ainda está na tua mão dares remédio à desordem desta casa. — Qual remédio? — perguntou Teresa com artificial seriedade. — Diz ao teu pai que irás casar com o mano Baltasar. — O primo Baltasar não me quer — respondeu ela a sorrir. — Quem te disse isso, Teresinha? — Disse-mo o meu pai. — Deixa falar o teu pai, que está desatinado com o amor que te tem."
CAPÍTULO VIII,"Queres tu que eu lhe fale? — Para quê? — Para se resolver deste modo a desgraça de todos nós. — Estás a brincar, prima! — redarguiu Teresa. — Eu só hei de ser tua cunhada quando não tiver coração."
CAPÍTULO VIII,O teu irmão sabe que eu amo outro homem.
CAPÍTULO VIII,"Queria viver para ele; mas, se quiserem que eu morra por ele, abençoarei todos as minhas penas."
CAPÍTULO VIII,"Podes dizer isto ao primo Baltasar, e diz- lho também que me esqueça. — Então, vamos? — disse o velho. — Estou pronta, meu pai."
CAPÍTULO VIII,Abriu-se a portaria do mosteiro.
CAPÍTULO VIII,Teresa entrou sem uma lágrima.
CAPÍTULO VIII,"Beijou a mão do seu pai, que ele não ousou recusar-lhe na presença das freiras."
CAPÍTULO VIII,"Abraçou as primas, com um rosto de regozijo; e ao fechar-se a porta, exclamou, para grande espanto das monjas: — Estou mais livre que nunca."
CAPÍTULO VIII,A liberdade do coração é tudo.
CAPÍTULO VIII,"As freiras olharam-se entre si, como se ouvissem na palavra coração uma heresia, uma blasfémia proferida na casa do Senhor. — Que diz a menina? — perguntou a prioresa, fitando-a por cima dos óculos, e apanhando no lenço de Alcobaça a destilação do esturrinho. — Disse eu que me sentia aqui muito bem, minha senhora. — Não diga minha senhora — atalhou a escrivã. — Como hei de dizer? — Diga nossa madre prioresa. — Pois sim, nossa madre prioresa, disse eu que me sentia aqui muito bem. — Mas quem vem para estas casas de Deus não vem para se sentir bem — disse a nossa madre prioresa. — Não? — disse Teresa com sincera admiração. — Quem para aqui vem, menina, há de mortificar o espírito, e deixar lá fora as paixões mundanas."
CAPÍTULO VIII,Ah!
CAPÍTULO VIII,"Aqui está a nossa madre mestra de noviças, a quem compete encaminhá-la e dirigi-la."
CAPÍTULO VIII,"Teresa não respondeu: fez um gesto de respeito à mestra de noviças, e seguiu o caminho que a prelada lhe ia indicando."
CAPÍTULO VIII,"A nossa madre entrou nos seus aposentos, e disse a Teresa que era sua hóspede enquanto ali estivesse; e jurou que não sabia se o seu pai escolheria aquele convento ou outro. — Que importa que seja um ou outro? — disse Teresa. — É conforme."
CAPÍTULO VIII,"O seu pai pode querer que a menina professe na ordem rica das bentas ou nas bernardas. — Professe! — exclamou Teresa. — Eu não quero ser freira aqui, nem noutra parte. — A senhora há de ser o que o seu pai quiser que seja. — Freira!?"
CAPÍTULO VIII,"A isto não pode ninguém obrigar-me! — recalcitrou Teresa. — Isso assim é — retorquiu a prioresa -, mas, como a menina tem de noviciar um ano, sobra-lhe tempo para se habituar a esta vida, e verá que não há vida mais descansada para o corpo, nem mais saudável para a alma. — Mas nossa madre — disse Teresa, sorrindo, como se a ironia lhe fosse habitual — a senhora disse que a estas casas ninguém vem para se sentir bem. — É um modo de falar, menina."
CAPÍTULO VIII,Todos temos as nossas mortificações e obrigações de coro e de serviços para que nem sempre o espírito está bem- disposto.
CAPÍTULO VIII,Ora vê aí.
CAPÍTULO VIII,"Mas em comparação com o que vai pelo mundo, o convento é um paraíso."
CAPÍTULO VIII,"Aqui não há paixões, nem pensamentos que tirem o sono, nem a vontade de comer, bendito seja o Senhor!"
CAPÍTULO VIII,"Vivemos umas com as outras, como Deus com os anjos."
CAPÍTULO VIII,"O que uma quer, querem todas."
CAPÍTULO VIII,"Más-línguas é coisa que a menina não há de achar aqui, nem intriguistas, nem murmurações de soalheiro."
CAPÍTULO VIII,"Enfim, Deus fará o que for servido."
CAPÍTULO VIII,Eu vou à cozinha buscar a ceia da menina e volto já.
CAPÍTULO VIII,"Aqui a deixo com a senhora madre organista, que é uma pomba, e com a nossa mestra de noviças, que sabe dizer melhor que eu o que é a virtude destas santas casas."
CAPÍTULO VIII,"Assim que a prioresa voltou costas, disse a organista à mestra de noviças: — Que impostora! — E que estúpida! — respondeu a outra. — A menina não se fie nesta trapalhona, e veja se o seu pai lhe dá outra companhia enquanto cá estiver, que a prioresa é a maior intriguista do convento."
CAPÍTULO VIII,"Depois que fez sessenta anos, fala das paixões do mundo como quem as conhece por dentro e por fora."
CAPÍTULO VIII,"Enquanto foi nova, era a freira que mais escândalos dava na casa; depois que se tornou velha tornou-se na mais ridícula, porque ainda querer amar e ser amada; agora, que está decrépita, ficou este mostrengo a fazer missões e a curar indigestões."
CAPÍTULO VIII,"Teresa, apesar da sua dor, não pôde reprimir uma risada, lembrando-se da vida de Deus com os anjos que as esposas do Senhor ali viviam, no dizer da madre prioresa."
CAPÍTULO VIII,"Pouco depois, entrou a prelada com a ceia, e saíram as duas freiras. — Que lhe pareceram as duas religiosas que ficaram com a menina? — disse ela a Teresa. — Pareceram-me muito bem."
CAPÍTULO VIII,"A velha cerrou os beiços matizados com os restos do esturrinho líquido, e regougou: — Hum!"
CAPÍTULO VIII,"Ainda não sejam das piores, se fossem melhores, não se perdia nada."
CAPÍTULO VIII,"Mas vamos a isto, menina; aqui tem duas pernas de galinha, e um caldo tão bom que o podem comer os anjos. — Eu não como nada, minha senhora — disse Teresa. — Ora essa! não come nada!?"
CAPÍTULO VIII,Há de comer; sem comer ninguém resiste.
CAPÍTULO VIII,Paixões... que as leve o porco-sujo!
CAPÍTULO VIII,"As mulheres é que ficam enganadas, e eles não têm que perder!"
CAPÍTULO VIII,"Olhe que eu, cá de mim, até ao presente, Deus seja louvado, não sei o que são as paixões; mas quem tem cinquenta e cinco anos de convento tem muita experiência do que vê penar às outras doidivanas."
CAPÍTULO VIII,"E para não ir mais longe, estas duas que daqui saíram têm pagado bem o seu tributo à asneira, Deus me perdoe se peco."
CAPÍTULO VIII,"A organista tem já os seus quarenta e bons anos, e ainda vai ao locutório derreter-se em finezas; a outra, apesar de ser mestra de noviças por falta de outra que quisesse sê-lo, se eu lhe não andasse com o olho em cima, estragava-me as raparigas."
CAPÍTULO VIII,"Este edificante discurso de caridade foi interrompido pela madre escrivã, que vinha, palitando os dentes, pedir à prelada um copinho de certo vinho estomacal com que todas as noites era brindada. — Estava eu a dizer a esta menina as peças que são a organista e a mestra — disse a prioresa. — Oh! são para o que eu lhe prestar!"
CAPÍTULO VIII,Foram agora as duas para a cela da porteira.
CAPÍTULO VIII,"A esta hora está a menina a ser cortada por aquelas línguas, que não perdoam a ninguém. — Vais ver se ouves alguma coisa, minha flor! — disse a prelada."
CAPÍTULO VIII,"A escrivã, contente da missão, foi impercetivelmente ao longo dos dormitórios até parar a uma porta que não vedava o ruído estridente das risadas."
CAPÍTULO VIII,"No entanto, dizia a prelada a Teresa: — Esta escrivã não é má rapariga: só tem o defeito de se tomar da pingoleta; depois, não há quem a ature."
CAPÍTULO VIII,"Tem uma boa pensão, mas gasta tudo em vinho, e tem pretensões de entrar para o coro estando agora a fazer 55 anos, que é mesmo uma desgraça."
CAPÍTULO VIII,"Não tem outro defeito; é uma alma lavada, e amiga da sua amiga."
CAPÍTULO VIII,"É verdade que, às vezes. (aqui a prelada ergueu-se a escutar os dormitórios, e fechou por dentro a porta) é verdade que, às vezes, quando anda azoratada, dá por paus e por pedras e descobre os defeitos das suas amigas."
CAPÍTULO VIII,"A mim já me levantou uma calúnia, dizendo que eu, quando saía do convento, não ia só a ares, e andava por lá a fazer o que fazem as outras."
CAPÍTULO VIII,Que pouca-vergonha!
CAPÍTULO VIII,"Lá que fosse a outra dizer tal coisa, ainda que não vá; mas ela, que tem sempre uns namorados pandilhas que bebem com ela à grade, isso é que me custa; mas, enfim, não há ninguém perfeito!"
CAPÍTULO VIII,Boa rapariga é ela.
CAPÍTULO VIII,"Se não fosse aquele maldito vício… Como começou a cantar o coro nesta ocasião, a veneranda prioresa bebeu o segundo cálice do vinho estomacal, e disse a Teresa que a esperasse um quarto de hora, que ela ia ao coro, e pouco se demoraria."
CAPÍTULO VIII,"Tinha ela saído, quando a escrivã entrou na mesma altura em que Teresa, com as mãos abertas sobre a face, dizia para si mesma: Um convento, meu Deus!"
CAPÍTULO VIII,"Isto é que é um convento? — Está sozinha? — perguntou a escrivã. — Estou, minha senhora. — Pois aquela grosseira vai-se embora, e deixa uma hóspede sozinha?"
CAPÍTULO VIII,Bem se vê que é filha de um funileiro!
CAPÍTULO VIII,"Pois tinha tempo de ter prática do mundo, que tem andado por lá que se farte."
CAPÍTULO VIII,"Eu havia de ir ao coro; mas não vou, para lhe fazer companhia, menina. — Vá, vá, minha senhora, que eu fico bem sozinha — disse Teresa, com esperança de poder desafogar em lágrimas a sua aflição. — Não vou, não!"
CAPÍTULO VIII,A menina aqui e morria de medo; mas a prelada não tarda aí.
CAPÍTULO VIII,"Ela, se poder escapar-se do coro, não fica lá muito tempo."
CAPÍTULO VIII,"Ia apostar que ela lhe esteve a falar mal de mim? — Não, minha senhora, pelo contrário. — Ora diga a verdade, menina!"
CAPÍTULO VIII,Eu sei que esta cegonha não fala bem de ninguém.
CAPÍTULO VIII,"Para ela tudo são libertinas e bêbedas. — Nada, não, minha senhora; nada me disse a respeito de alguma freira. — E se disse, deixá-la dizer."
CAPÍTULO VIII,"Ela o vinho não o bebe, suga-o é uma esponja viva."
CAPÍTULO VIII,"Enquanto à libertinagem, tomara eu tantos mil cruzados como de amantes ela tem tido!"
CAPÍTULO VIII,"Faz lá uma pequena ideia, menina!"
CAPÍTULO VIII,A escrivã bebeu um cálice de vinho da sua prelada e continuou: — Faz lá uma pequena ideia!
CAPÍTULO VIII,Ela é velhíssima como a sé.
CAPÍTULO VIII,"Quando eu professei já ela era velha como agora, com pouca diferença."
CAPÍTULO VIII,Ora eu sou freira há vinte e seis anos; calcule a menina quantas arrobas de esturrinho ela tem atulhado naqueles narizes!
CAPÍTULO VIII,"Pois olhe, quer me creia, quer não, tenho-lhe conhecido mais de uma dúzia de chichisbéus, não falando do padre capelão, que esse ainda agora lhe fornece a garrafeira, à nossa custa, entende-se."
CAPÍTULO VIII,É uma dissipadora dos rendimentos da casa.
CAPÍTULO VIII,"Eu, que sou escrivã, é que sei o que ela rouba."
CAPÍTULO VIII,Tenho imensa pena de ver a menina hospedada em casa desta hipócrita.
CAPÍTULO VIII,"Não se deixe levar pelas imposturices dela, meu anjinho."
CAPÍTULO VIII,"Eu sei o que o seu pai lhe disse, encarregou-a de não a deixar escrever, nem receber cartas; mas olhe, minha filha, se quiser escrever, eu dou-lhe tinteiro, papel, lacro e o meu quarto, se para lá quiser ir escrever."
CAPÍTULO VIII,"Se tem alguém que lhe escreva, diga-lhe que mande as cartas em meu nome; eu chamo-me Dionísia da Imaculada Conceição. — Muito agradecida, minha senhora — disse Teresa, animada pela oferta. — Quem me dera poder mandar um recado para uma pobre mendiga que mora no beco do (…). — O que quiser, menina."
CAPÍTULO VIII,Eu mando-o assim que for dia.
CAPÍTULO VIII,Esteja descansada.
CAPÍTULO VIII,"Não se fie em mais ninguém, senão em mim."
CAPÍTULO VIII,Olhe que a mestra das noviças e a organista são duas falsas.
CAPÍTULO VIII,"Não lhes dê trela, pois se as admite à sua confiança, está perdida."
CAPÍTULO VIII,Aí vem a lesma.
CAPÍTULO VIII,Falemos noutra coisa.
CAPÍTULO VIII,"A prelada vinha entrando, e a escrivã prosseguiu assim: — Não há, não há nada mais agradável que a vida do convento, quando se tem a fortuna de ter uma prelada como a nossa."
CAPÍTULO VIII,"Ah! és tu, amiga?"
CAPÍTULO VIII,"Olha se estivéssemos a falar mal de ti! — Eu sei que tu nunca falas mal de mim — disse a prelada, piscando o olho a Teresa. — Aí está essa menina que diga o que eu lhe estive a dizer das tuas boas qualidades. — Pois foi o que eu disse de ti — respondeu soror Dionísia da Imaculada Conceição — não precisas de perguntar, porque felizmente ouviste o que eu estava a dizer."
CAPÍTULO VIII,"Oxalá que se pudesse dizer o mesmo das outras que desonram a casa, e trazem aqui tudo intrigado numa meada, que é mesmo coisa de pecado! — Então não vais ao coro, Nini? — disse a prioresa. — Agora já é tarde."
CAPÍTULO VIII,"Tu absolves-me da falta, sim? — Absolvo, absolvo; mas dou-te como penitência beberes um copinho. — Do estomacal? — Pudera!"
CAPÍTULO VIII,"Dionísia cumpriu a penitência, e saiu para, dizia ela, deixar a prelada na sua hora de oração."
CAPÍTULO VIII,"Não delongaremos nesta amostra do evangélico e exemplar viver do convento onde Tadeu de Albuquerque mandara a sua filha a respirar o puríssimo ar dos anjos, enquanto se lhe preparava crisol mais depurador dos sedimentos do vício no convento de Monchique."
CAPÍTULO VIII,Encheu-se o coração de Teresa de amargura e nojo naquelas duas horas de vida conventual.
CAPÍTULO VIII,Ignorava ela que o mundo tinha daquilo.
CAPÍTULO VIII,"Ouvira falar dos mosteiros como um refúgio da virtude, da inocência e das esperanças que não morrem."
CAPÍTULO VIII,"Algumas cartas que lera da sua tia, prelada em Monchique, e por elas formara conceito do que devia ser uma santa."
CAPÍTULO VIII,"Daquelas mesmas dominicanas, em cuja casa estava, ouvira dizer às velhas e devotas fidalgas de Viseu virtudes, maravilhas de caridade, e até milagres."
CAPÍTULO VIII,"Que desilusão tão triste e ao mesmo tempo, que ânsia de fugir dali!"
CAPÍTULO VIII,"A cama de Teresa estava na mesma cela da prioresa, em alcova separada, com cortinas de cassa."
CAPÍTULO VIII,"Quando a prelada disse-lhe que se podia deitar, querendo, perguntou-lhe a menina se poderia escrever ao pai."
CAPÍTULO VIII,A freira respondeu que no dia seguinte o faria.
CAPÍTULO VIII,"Uma vez que o senhor Albuquerque ordenou que a sua filha não escrevesse; assim mesmo, jurou ela que lho não proibiria, se tivesse tinteiro e papel na cela."
CAPÍTULO VIII,"Teresa deitou-se, e a prelada ajoelhou-se diante de um oratório, rezando a meia-voz."
CAPÍTULO VIII,"Se o murmúrio da oração enfadasse a hóspede, não teria ela muita razão de queixa, porque a devota monja, ao segundo padre-nosso, começou a cabecear de modo que já não atinou com a primeira ave-maria."
CAPÍTULO VIII,"Levantou-se fazendo uma vénia às imagens do santuário, foi deitar-se, e começou a ressonar."
CAPÍTULO VIII,"Teresa afastou subtilmente as cortinas do quarto, e tirou dentro do seu fato o tinteiro e o papel."
CAPÍTULO VIII,"A lâmpada do oratório lançava um frouxo raio sobre a cadeira, em que Teresa pusera a roupa."
CAPÍTULO VIII,"Desceu da cama, ajoelhou ao pé da cadeira, e escreveu a Simão, relatando-lhe miudamente os sucessos daquele dia."
CAPÍTULO VIII,"A carta rematava assim: Não receies nada por mim, Simão."
CAPÍTULO VIII,"Todos estas penas me parecem leves, se as compararcom as que tens padecido por amor a mim."
CAPÍTULO VIII,"A desgraça não abala a minha firmeza, nem deve intimidar os teus projetos."
CAPÍTULO VIII,"São alguns dias de tempestade, e mais nada."
CAPÍTULO VIII,"Qualquer nova resolução que o meu pai tome dir-ta-ei logo, podendo, ou quando puder."
CAPÍTULO VIII,A falta das minhas notícias deves atribuí-la sempre ao impossível.
CAPÍTULO VIII,"Ama-me assimdesgraçada, porque me parece que os desgraçados são os que mais precisam de amor e de conforto."
CAPÍTULO VIII,"Vou ver se posso esquecer-te, dormindo."
CAPÍTULO VIII,"Como isto é triste, meu querido!"
CAPÍTULO VIII,Adeus.
CAPÍTULO IX,"Mariana, a filha de João da Cruz, quando viu o seu pai a tapar a ferida do braço de Simão, perdeu os sentidos."
CAPÍTULO IX,"O ferrador riu estrondosamente da fraqueza da rapariga, e o académico achou estranha tal sensibilidade numa mulher acostumada a curar as feridas com que o seu pai era laureado em todas as feiras e romarias. — Não há ainda um ano que me fizeram três buracos na cabeça, quando eu fui à Senhora dos Remédios, a Lamego, e foi ela que me tosquiou e rapou a cabeça à navalha — disse o ferrador. — Pelo que vejo, o sangue do fidalgo deu voltas ao estômago da rapariga!"
CAPÍTULO IX,Estamos então bem aviados!
CAPÍTULO IX,"Eu tenho cá a minha vida, e queria que ela fosse a enfermeira do meu doente."
CAPÍTULO IX,"És, ou não és, rapariga? — disse ele à filha, quando ela abriu os olhos, com uma cara envergonhada pela sua fraqueza. — Serei com muito gosto, se o pai quiser. — Pois, então, rapariga, em vez de ires costurar para a varanda, vem aqui para a beira do senhor Simão."
CAPÍTULO IX,"Dá-lhe caldos e trata-lhe da ferida; vinagre e mais vinagre, enquanto ela estiver assim a modo de roxa."
CAPÍTULO IX,"Conversa com ele, não o deixes estar a malucar, nem a escrever muito, que não é bom quando se está fraco do miolo."
CAPÍTULO IX,"E vossa senhoria não tenha cerimónia, nem me diga à Mariana — a menina isto, a menina aquilo."
CAPÍTULO IX,"É: rapariga, dá cá um caldo; rapariga, lava-me o braço, dá cá as compressas — e nada de mariquices."
CAPÍTULO IX,"Ela está aqui como sua criada, porque eu já lhe disse que se não fosse o pai de vossa senhoria já ela há muito tempo que andaria por aí às esmolas, ou pior ainda."
CAPÍTULO IX,"É verdade que eu podia deixar-lhe uns benzinhos, ganhos ali a suar na bigorna há dez anos, para além de uns quatrocentos mil réis que herdei da minha mãe, que Deus a haja; mas vossa senhoria bem sabe que, se eu fosse para à forca, vinha a justiça, e tomava conta de tudo. — Se vossemecê tens bens — atalhou Simão — pode, querendo, casar a sua filha numa boa casa de lavoira. — Tomara que ela o quisesse."
CAPÍTULO IX,"Maridos não lhe faltam; até o alferes da casa da Igreja a queria, se eu lhe fizesse doação de tudo, que pouco é, mas ainda vale quatro mil cruzados bons; o caso é que a rapariga não tem querido casar, e eu, a falar verdade, sou só eu e mais ela, e também não tenho grande vontade de ficar sem esta companhia, para quem trabalho como um mouro."
CAPÍTULO IX,"Se não fosse ela, fidalgo, muita asneira tinha eu feito!"
CAPÍTULO IX,"Quando vou às feiras ou às romarias, se a levo comigo, não bato, nem apanho; indo sozinho, é desordem certa."
CAPÍTULO IX,"A rapariga já conhece quando a pinga me sobe ao capacete do alambique; puxa-me pela jaqueta, e por bons modos põe-me fora do arraial."
CAPÍTULO IX,"Se alguém me chama para beber mais um bocadinho, ela não me deixa ir, e eu acho graça à obediência com que me deixo guiar pela rapariga, que me pede que não vá por alma da mãe."
CAPÍTULO IX,"Se ela me pede por alma da minha santa mulher, já não sei de que freguesia sou."
CAPÍTULO IX,Mariana ouvia o pai escondendo meio rosto no seu alvíssimo avental de linho.
CAPÍTULO IX,"Simão alegrava-se pela simpleza daquele quadro rústico, mas sublime de naturalidade."
CAPÍTULO IX,"João da Cruz foi chamado para ferrar um cavalo, e despediu-se nestes termos: — Tenho dito, rapariga; aqui te entrego o nosso doente; trata-o como quem é, e como se fosse teu irmão ou teu marido."
CAPÍTULO IX,"O rosto de Mariana corou-se quando aquela última palavra saiu, natural como todas, da boca do seu pai."
